entrez	symbol	description	locus	hprd	hgnc	mim	refpro	refdna	ensembl	uniprot	cancer	cancer_type	cancer_dom	cancer_rec	duplicability	origin	mirna	function	chromosome	tstart	tend	aliases	main_refseq	duplicability_main_refseq	potential_false_positive	primary_sites	degree	betweenness	clustering	complexes
9701	PPP6R2	protein phosphatase 6, regulatory subunit 2	22q13.33	11102	19253	610877	NP_001229827;NP_001229828;NP_001229829;NP_055493;XP_005262013;XP_005262014;XP_005262015;XP_005262016;XP_005262017;XP_006724491;XP_006724492;XP_006724493;XP_006724494;XP_006724495;XP_006724496;XP_006724497;XP_006724498	NM_001242898;NM_001242899;NM_001242900;NM_014678;XM_005261956;XM_005261957;XM_005261958;XM_005261959;XM_005261960;XM_006724428;XM_006724429;XM_006724430;XM_006724431;XM_006724432;XM_006724433;XM_006724434;XM_006724435	ENSP00000379090	O75170	TRUE	can	0	0	0	Eukaryotes	4	-1	chr22	50831835	50882673	|KIAA0685|PP6R2|SAPS2|	XP_005262013	0	FALSE	1	30	6210	0.1610	3
9709	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	16q13	7456	13744	608070	NP_001010989;NP_001259032;NP_055500;XP_006721415	NM_001010989;NM_001010990;NM_001272103;NM_014685;XM_006721352	ENSP00000409555	Q15011	TRUE	cgc	1	0	0	Metazoans	4	Cell response to stimuli,Cellular metabolism,Cellular processes	chr16	56966157	56977199	|HERP|Mif1|SUP|	NP_055500	0	FALSE	1	29	20317	0.1450	1
9723	SEMA3E	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	7q21.11	11545	10727	608166	NP_001171600;NP_036563;XP_006716250	NM_001178129;NM_012431;XM_006716187	ENSP00000303212	O15041	TRUE	can	0	0	0	Vertebrates	0	Development	chr7	82996905	83277858	|M-SEMAH|M-SemaK|SEMAH|coll-5|	NP_036563	0	FALSE	2	1	0	0.0000	1
9730	VPRBP	Vpr (HIV-1) binding protein	3p21.2	11674	30911	-	NP_001165375;NP_055518;XP_005276808;XP_005276809;XP_005276810;XP_005276811;XP_005276812;XP_006713489;XP_006713490;XP_006713491	NM_001171904;NM_014703;XM_005276751;XM_005276752;XM_005276753;XM_005276754;XM_005276755;XM_006713426;XM_006713427;XM_006713428;XR_254197;XR_254198;XR_427298;XR_427299	ENSP00000393183;ENSP00000454540	Q9Y4B6	TRUE	can	0	0	0	Eukaryotes	0	-1	chr3	51436203	51517844	|DCAF1|	NP_055518	0	FALSE	1	56	7778	0.1770	1
9732	DOCK4	dedicator of cytokinesis 4	7q31.1	7407	19192	607679	NP_055520;XP_006716251;XP_006716252	NM_014705;XM_006716188;XM_006716189	ENSP00000404179	Q8N1I0	TRUE	can	0	0	0	Eukaryotes	2	-1	chr7	111368333	111846193	|NA|	NP_055520	0	FALSE	1	10	345	0.2670	
9734	HDAC9	histone deacetylase 9	7p21.1	5944	14065	606543	NP_001191073;NP_001191074;NP_001191075;NP_001191076;NP_001191077;NP_055522;NP_478056;NP_848510;NP_848512;XP_006715865;XP_006715866	NM_001204144;NM_001204145;NM_001204146;NM_001204147;NM_001204148;NM_014707;NM_058176;NM_058177;NM_178423;NM_178425;XM_006715802;XM_006715803	ENSP00000080059;ENSP00000408617	Q9UKV0	TRUE	can	0	0	0	Last Universal Common Ancestor	0	Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Immune system response,Regulation of intracellular processes and metabolism,Regulation of transcription	chr7	18624897	19015577	|HD7|HD7b|HD9|HDAC|HDAC7B|HDAC9B|HDAC9FL|HDRP|MITR|	NP_848512	0	FALSE	1	63	8686	0.0960	1
9743	ARHGAP32	Rho GTPase activating protein 32	11q24.3	12257	17399	608541	NP_001136157;NP_055530;XP_005271793;XP_006719010	NM_001142685;NM_014715;XM_005271736;XM_006718947	ENSP00000310561	A7KAX9	TRUE	can	0	0	0	Eukaryotes	1	Signal transduction	chr11	128838805	129062093	|GC-GAP|GRIT|PX-RICS|RICS|p200RhoGAP|p250GAP|	NP_001136157	0	FALSE	1	41	14695	0.1480	
9745	ZNF536	zinc finger protein 536	19q12	15825	29025	-	NP_055532;XP_005259502;XP_006723575	NM_014717;XM_005259445;XM_006723512	ENSP00000347730	O15090	TRUE	can	0	0	0	Eukaryotes	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr19	30934470	31040426	|NA|	XP_005259502	0	FALSE	1	3	21	0.6670	
9757	KMT2B	lysine (K)-specific methyltransferase 2B	19q13.1	6017	15840	606834	NP_055542;XP_006723576;XP_006723577;XP_006723578	NM_014727;XM_006723513;XM_006723514;XM_006723515	ENSP00000222270	Q9UMN6	TRUE	can	0	0	0	Last Universal Common Ancestor	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	chr19	36208921	36229455	|HRX2|MLL1B|WBP-7|WBP7|	NP_055542	0	FALSE	1	45	8611	0.0820	2
9758	FRMPD4	FERM and PDZ domain containing 4	Xp22.2	10011	29007	300838	NP_055543;XP_005274689;XP_006724587	NM_014728;XM_005274632;XM_006724524	ENSP00000370057	Q14CM0	TRUE	can	0	0	0	Metazoans	0	-1	chrX	12516800	12739974	|PDZD10|PDZK10|	XP_005274689	0	FALSE	1	2	64	0.0000	
9771	RAPGEF5	Rap guanine nucleotide exchange factor (GEF) 5	7p15.3	15208	16862	609527	NP_036426;XP_005249971;XP_005249972;XP_005249973;XP_005249974;XP_006715867	NM_012294;XM_005249914;XM_005249915;XM_005249916;XM_005249917;XM_006715804	ENSP00000343656	Q92565	TRUE	can	0	0	0	Eukaryotes	0	Development,Signal transduction	chr7	22162027	22396679	|GFR|MR-GEF|REPAC|	XP_005249971	0	FALSE	1	8	731	0.0000	
9774	BCLAF1	BCL2-associated transcription factor 1	6q23.3	16544	16863	612588	NP_001070908;NP_001070909;NP_055554;XP_005267293;XP_005267294;XP_005267295;XP_005267296	NM_001077440;NM_001077441;NM_014739;XM_005267236;XM_005267237;XM_005267238;XM_005267239;XR_245558;XR_245559	ENSP00000435210	Q9NYF8	TRUE	can	0	0	1	Vertebrates	1	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	chr6	136582403	136601004	|BTF|bK211L9.1|	NP_055554	1	FALSE	1	42	8891	0.1600	1
9776	ATG13	autophagy related 13	11p11.2	13809	29091	615088	NP_001136145;NP_001192048;NP_001192049;NP_001192050;NP_001192051;NP_055556;XP_005253319;XP_005253320;XP_005253322;XP_005253323;XP_005253325;XP_006718457;XP_006718458;XP_006718459	NM_001142673;NM_001205119;NM_001205120;NM_001205121;NM_001205122;NM_014741;XM_005253262;XM_005253263;XM_005253265;XM_005253266;XM_005253268;XM_006718394;XM_006718395;XM_006718396	ENSP00000432412	O75143	TRUE	can	0	0	0	Metazoans	0	-1	chr11	46665842	46693879	|KIAA0652|PARATARG8|	NP_001192048	0	FALSE	1	16	1996	0.4170	8
9794	MAML1	mastermind-like 1 (Drosophila)	5q35	5665	13632	605424	NP_055572	NM_014757	ENSP00000292599	Q92585	TRUE	can	0	0	0	Vertebrates	3	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chr5	179160114	179201875	|Mam-1|Mam1|	NP_055572	0	FALSE	1	15	540	0.2760	9
9811	CTIF	CBP80/20-dependent translation initiation factor	18q21.1	11083	23925	613178	NP_001135869;NP_055587;XP_005258449;XP_006722646;XP_006722647;XP_006722648;XP_006722649;XP_006722650;XP_006722651;XP_006722652	NM_001142397;NM_014772;XM_005258392;XM_006722583;XM_006722584;XM_006722585;XM_006722586;XM_006722587;XM_006722588;XM_006722589	ENSP00000372459	O43310	TRUE	can	0	0	0	Metazoans	0	DNA/RNA metabolism and transcription	chr18	46145937	46385927	|Gm672|KIAA0427|	XP_005258449	0	FALSE	1	1	0	0.0000	
9816	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	1q42.13	17178	28967	-	NP_055592;XP_005273417	NM_014777;XM_005273360	ENSP00000258243	Q14146	TRUE	can	0	0	0	Metazoans	2	-1	chr1	229763381	229795041	|KIAA0133|NET10|NPA2|	NP_055592	0	FALSE	1	5	101	0.4000	
9817	KEAP1	kelch-like ECH-associated protein 1	19p13.2	12079	23177	606016	NP_036421;NP_987096;XP_005260230;XP_005260231	NM_012289;NM_203500;XM_005260173;XM_005260174	ENSP00000171111	Q14145	TRUE	can	0	0	0	Last Universal Common Ancestor	4	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	chr19	10597331	10610709	|INrf2|KLHL19|	NP_036421	0	FALSE	2	87	73041	0.0410	1
9820	CUL7	cullin 7	6p21.1	9901	21024	609577	NP_001161842;NP_055595;XP_005249560;XP_006715348	NM_001168370;NM_014780;XM_005249503;XM_006715285	ENSP00000438788	Q14999	TRUE	can	0	0	0	Metazoans	1	Cellular metabolism,Development	chr6	43005429	43021596	|3M1|KIAA0076|dJ20C7.5|	NP_001161842	0	FALSE	1	611	526710	0.0380	2
9832	JAKMIP2	janus kinase and microtubule interacting protein 2	5q32	-	29067	611197	NP_001257863;NP_001257870;NP_001269211;NP_055605	NM_001270934;NM_001270941;NM_001282282;NM_014790	ENSP00000265272	Q96AA8	TRUE	can	0	0	0	Metazoans	3	-1	chr5	146991869	147051369	|JAMIP2|	NP_001257870	0	FALSE	1	12	465	0.0300	
9844	ELMO1	engulfment and cell motility 1	7p14.1	12102	16286	606420	NP_001034548;NP_001193409;NP_001193411;NP_055615;NP_569709;XP_005249976;XP_005249977;XP_006715868	NM_001039459;NM_001206480;NM_001206482;NM_014800;NM_130442;NR_038120;XM_005249919;XM_005249920;XM_006715805	ENSP00000312185	Q92556	TRUE	can	0	0	0	Opisthokonts	0	Cell cycle,Cellular processes,Signal transduction	chr7	36895159	37382294	|ELMO-1|	NP_001193409	0	FALSE	2	11	1231	0.0550	8
9859	CEP170	centrosomal protein 170kDa	1q44	17172	28920	613023	NP_001035863;NP_001035864;NP_055627;XP_005273418;XP_006711906;XP_006711907;XP_006711908;XP_006711909;XP_006711910;XP_006711911;XP_006711912;XP_006711913;XP_006711914;XP_006711915;XP_006725037;XP_006725038;XP_006725039;XP_006725040;XP_006725041;XP_006725042;XP_006725043;XP_006725044;XP_006725045;XP_006725046;XP_006725047	NM_001042404;NM_001042405;NM_014812;XM_005273361;XM_006711843;XM_006711844;XM_006711845;XM_006711846;XM_006711847;XM_006711848;XM_006711849;XM_006711850;XM_006711851;XM_006711852;XM_006724974;XM_006724975;XM_006724976;XM_006724977;XM_006724978;XM_006724979;XM_006724980;XM_006724981;XM_006724982;XM_006724983;XM_006724984	ENSP00000355500	Q5SW79	TRUE	can	0	0	1	Metazoans	0	-1	chr1	243289754	243388582	|FAM68A|KAB|KIAA0470|	XP_005273418	1	FALSE	1	21	2148	0.1240	
9891	NUAK1	NUAK family, SNF1-like kinase, 1	12q23.3	12171	14311	608130	NP_055655	NM_014840	ENSP00000261402	O60285	TRUE	can	0	0	0	Eukaryotes	4	Cellular metabolism,Cellular processes	chr12	106460583	106532431	|ARK5|	NP_055655	0	FALSE	1	24	5769	0.1520	2
9901	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	3p25.3	12108	19744	606525	NP_001028289;NP_055665;XP_005265679;XP_006713496	NM_001033116;NM_001033117;NM_014850;XM_005265622;XM_006713433;XR_427300	ENSP00000295713	O43295	TRUE	cgc	1	0	0	Eukaryotes	0	Signal transduction	chr3	9027206	9290635	|ARHGAP14|MEGAP|WRP|	NP_055665	0	FALSE	1	13	1189	0.1030	
9914	ATP2C2	ATPase, Ca++ transporting, type 2C, member 2	16q24.1	13812	29103	613082	NP_001273456;NP_055676;XP_006721418	NM_001286527;NM_014861;XM_006721355	ENSP00000262429	O75185	TRUE	can	0	0	0	Last Universal Common Ancestor	0	Cellular processes	chr16	84402222	84497335	|SPCA2|	NP_001273456	0	FALSE	1	1	0	0.0000	
9915	ARNT2	aryl-hydrocarbon receptor nuclear translocator 2	15q24	-	16876	606036	NP_055677	NM_014862	ENSP00000307479	Q9HBZ2	TRUE	can	0	0	0	Eukaryotes	1	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chr15	80743217	80886036	|WEDAS|bHLHe1|	NP_055677	0	FALSE	1	60	42905	0.0690	
9920	KBTBD11	kelch repeat and BTB (POZ) domain containing 11	8p23.3	17195	29104	-	NP_055682;XP_005266100;XP_005266101;XP_005266102;XP_006725175;XP_006725176;XP_006725177	NM_014867;XM_005266043;XM_005266044;XM_005266045;XM_006725112;XM_006725113;XM_006725114	ENSP00000321544	O94819	TRUE	can	0	0	0	Eukaryotes	3	-1	chr8	1949359	1951227	|KLHDC7C|	NP_055682	0	FALSE	1				
9935	MAFB	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B	20q11.2-q13.1	7129	6408	608968	NP_005452	NM_005461	ENSP00000362410	Q9Y5Q3	TRUE	cgc	1	0	0	Metazoans	4	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription	chr20	39316522	39317490	|KRML|MCTO|	NP_005452	0	FALSE	1	14	6702	0.1430	
9940	DLEC1	deleted in lung and esophageal cancer 1	3p21.3	7234	2899	604050	NP_031361;NP_031363;XP_005265687;XP_005265688;XP_006713500;XP_006713501;XP_006713502;XP_006713503;XP_006713504	NM_007335;NM_007336;NM_007337;NM_007338;XM_005265630;XM_005265631;XM_006713437;XM_006713438;XM_006713439;XM_006713440;XM_006713441;XR_427301;XR_427302	ENSP00000242577;ENSP00000276297;ENSP00000308597	Q9Y238	TRUE	can	0	0	0	Eukaryotes	0	Cell cycle,Regulation of intracellular processes and metabolism	chr3	38080717	38164093	|CFAP81|F56|	NP_031363	0	FALSE	1				
9947	MAGEC1	melanoma antigen family C, 1	Xq26	2201	6812	300223	NP_005453;XP_003846820	NM_005462;XM_003846772	ENSP00000285879	O60732	TRUE	can	0	0	0	Eukaryotes	0	-1	chrX	140993242	140996616	|CT7|CT7.1|	XP_003846820	0	FALSE	2	9	732	0.0000	
9950	GOLGA5	golgin A5	14q32.12	6079	4428	606918	NP_005104	NM_005113	ENSP00000267731;ENSP00000352111	Q8TBA6	TRUE	cgc	1	0	0	Metazoans	3	Cellular metabolism,Cellular processes	chr14	93263783	93305788	|GOLIM5|RFG5|ret-II|	NP_005104	0	FALSE	1	5	152	0.1000	1
9965	FGF19	fibroblast growth factor 19	11q13.1	4868	3675	603891	NP_005108	NM_005117	ENSP00000294312	O95750	TRUE	can	0	0	0	Vertebrates	0	Cell cycle,Cell motility and interactions,Development	chr11	69514033	69518644	|NA|	NP_005108	0	FALSE	1	2	3	0.0000	23
9967	THRAP3	thyroid hormone receptor associated protein 3	1p34.3	7543	22964	603809	NP_005110;XP_005271428	NM_005119;XM_005271371;XR_246308	ENSP00000346634	Q9Y2W1	TRUE	cgc	1	0	1	Vertebrates	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chr1	36748165	36769615	|TRAP150|	NP_005110	1	FALSE	1	88	26522	0.1680	10
9968	MED12	mediator complex subunit 12	Xq13	2176	11957	300188	NP_005111;XP_005262374;XP_005262376	NM_005120;XM_005262317;XM_005262319	ENSP00000354681;ENSP00000363193	Q93074	TRUE	cgc	1	0	0	Eukaryotes	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	chrX	70338605	70362065	|ARC240|CAGH45|FGS1|HOPA|MED12S|OHDOX|OKS|TNRC11|TRAP230|	XP_005262374	0	FALSE	5	62	14408	0.3180	26
9990	SLC12A6	solute carrier family 12 (potassium/chloride transporter), member 6	15q13	9220	10914	604878	NP_001035959;NP_001035960;NP_001035961;NP_001035962;NP_005126;NP_598408;XP_006720856	NM_001042494;NM_001042495;NM_001042496;NM_001042497;NM_005135;NM_133647;XM_006720793;XR_429476	ENSP00000452776	Q9UHW9	TRUE	can	0	0	1	Last Universal Common Ancestor	0	Cellular processes,Multicellular activities,Regulation of intracellular processes and metabolism	chr15	34526085	34628881	|ACCPN|KCC3|KCC3A|KCC3B|	NP_598408	1	FALSE	1	3	49	0.0000	
10006	ABI1	abl-interactor 1	10p11.2	4336	11320	603050	NP_001012768;NP_001012769;NP_001012770;NP_001171587;NP_001171590;NP_001171591;NP_001171592;NP_001171593;NP_001171594;NP_001171595;NP_001171596;NP_005461;XP_005252389;XP_005252390;XP_006717422;XP_006717423;XP_006717424	NM_001012750;NM_001012751;NM_001012752;NM_001178116;NM_001178119;NM_001178120;NM_001178121;NM_001178122;NM_001178123;NM_001178124;NM_001178125;NM_005470;XM_005252332;XM_005252333;XM_006717359;XM_006717360;XM_006717361	ENSP00000365312	Q8IZP0	TRUE	cgc	1	0	0	Eukaryotes	0	Cell cycle,Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	chr10	27037502	27149792	|ABI-1|ABLBP4|E3B1|NAP1BP|SSH3BP|SSH3BP1|	NP_005461	0	FALSE	1	75	18695	0.1120	12
10016	PDCD6	programmed cell death 6	5p15.33	3035	8765	601057	NP_001254485;NP_001254486;NP_001254487;NP_001254488;NP_037364	NM_001267556;NM_001267557;NM_001267558;NM_001267559;NM_013232;NR_073609	ENSP00000264933	O75340	TRUE	can	0	0	0	Eukaryotes	0	Cell cycle,Cell response to stimuli,Development,Regulation of intracellular processes and metabolism	chr5	271836	314627	|ALG-2|PEF1B|	NP_037364	0	FALSE	1	53	27131	0.0940	1
10017	BCL2L10	BCL2-like 10 (apoptosis facilitator)	15q21	6071	993	606910	NP_065129;XP_005254160	NM_020396;XM_005254103	ENSP00000260442	Q9HD36	TRUE	can	0	0	0	Mammals	0	Cell cycle,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Signal transduction	chr15	52402007	52404923	|BCL-B|Boo|Diva|	XP_005254160	0	FALSE	1	9	327	0.4170	1
10019	SH2B3	SH2B adaptor protein 3	12q24	5480	29605	605093	NP_005466;XP_005253875;XP_005253876;XP_006719243	NM_005475;XM_005253818;XM_005253819;XM_006719180	ENSP00000345492	Q9UQQ2	TRUE	cgc	0	1	0	Vertebrates	8	Development,Signal transduction	chr12	111855950	111886103	|LNK|	XP_005253875	0	FALSE	1	13	2275	0.4740	2
10057	ABCC5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	3q27	6898	56	605251	NP_001018881;NP_005679;XP_005247115;XP_005247116	NM_001023587;NM_005688;XM_005247058;XM_005247059	ENSP00000333926	O15440	TRUE	can	0	0	0	Last Universal Common Ancestor	1	-1	chr3	183639091	183732180	|ABC33|EST277145|MOAT-C|MOATC|MRP5|pABC11|	NP_005679	0	FALSE	1	7	1823	0.0000	
10060	ABCC9	ATP-binding cassette, sub-family C (CFTR/MRP), member 9	12p12.1	3258	60	601439	NP_005682;NP_064693;XP_005253341;XP_005253343;XP_005253344;XP_005253345;XP_005253346;XP_005253347;XP_005253348;XP_006719088	NM_005691;NM_020297;NM_020298;XM_005253284;XM_005253286;XM_005253287;XM_005253288;XM_005253289;XM_005253290;XM_005253291;XM_006719025	ENSP00000261200	O60706	TRUE	can	0	0	0	Last Universal Common Ancestor	1	Cell response to stimuli,Cellular processes	chr12	21958111	22089608	|ABC37|ATFB12|CANTU|CMD1O|	NP_005682	0	FALSE	3	5	2800	0.2000	1
10082	GPC6	glypican 6	13q32	5099	4454	604404	NP_005699;XP_005254074;XP_006719974	NM_005708;XM_005254017;XM_006719911	ENSP00000366246	Q9Y625	TRUE	can	0	0	0	Metazoans	0	-1	chr13	93879710	95055468	|OMIMD1|	NP_005699	0	FALSE	1				2
10142	AKAP9	A kinase (PRKA) anchor protein 9	7q21-q22	4921	379	604001	NP_005742;NP_671714;XP_005250159;XP_005250160;XP_006715890	NM_005751;NM_147166;NM_147171;NM_147185;XM_005250102;XM_005250103;XM_006715827	ENSP00000348573	Q99996	TRUE	cgc	1	0	0	Vertebrates	2	Multicellular activities,Signal transduction	chr7	91570414	91737949	|AKAP-9|AKAP350|AKAP450|CG-NAP|HYPERION|LQT11|MU-RMS-40.16A|PPP1R45|PRKA9|YOTIAO|	XP_005250159	0	FALSE	2	58	17469	0.0340	14
10146	G3BP1	GTPase activating protein (SH3 domain) binding protein 1	5q33.1	6569	30292	608431	NP_005745;NP_938405;XP_006714812;XP_006714813	NM_005754;NM_198395;XM_006714749;XM_006714750	ENSP00000348578	Q13283	TRUE	can	0	0	1	Eukaryotes	7	Signal transduction	chr5	151166182	151183649	|G3BP|HDH-VIII|	NP_005745	1	FALSE	1	91	36628	0.1170	1
10186	LHFP	lipoma HMGIC fusion partner	13q12	9464	6586	606710	NP_005771;XP_006719813	NM_005780;XM_006719750	ENSP00000368908	Q9Y693	TRUE	cgc	1	0	0	Metazoans	2	-1	chr13	39918076	40175353	|NA|	NP_005771	0	FALSE	1				
10215	OLIG2	oligodendrocyte lineage transcription factor 2	21q22.11	7334	9398	606386	NP_005797;XP_005260965	NM_005806;XM_005260908	ENSP00000331040	Q13516	TRUE	cgc	1	0	0	Metazoans	2	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription	chr21	34399171	34400139	|BHLHB1|OLIGO2|PRKCBP2|RACK17|bHLHe19|	NP_005797	0	FALSE	1	6	963	0.0670	
10216	PRG4	proteoglycan 4	1q25-q31	5047	9364	604283	NP_001121180;NP_001121181;NP_001121182;NP_005798;XP_005244879;XP_006711171	NM_001127708;NM_001127709;NM_001127710;NM_005807;XM_005244822;XM_006711108	ENSP00000251473;ENSP00000399679	Q92954	TRUE	can	0	0	0	Eukaryotes	0	-1	chr1	186266008	186282907	|CACP|HAPO|JCAP|SZP|bG174L6.2|	NP_005798	0	FALSE	1	1	0	0.0000	
10231	RCAN2	regulator of calcineurin 2	6p12.3	5342	3041	604876	NP_001238902;NP_001238903;NP_005813;XP_006715011	NM_001251973;NM_001251974;NM_005822;XM_006714948	ENSP00000329454	Q14206	TRUE	can	0	0	0	Metazoans	0	Development,Signal transduction	chr6	46190881	46424713	|CSP2|DSCR1L1|MCIP2|ZAKI-4|ZAKI4|	NP_001238902	0	FALSE	1	2	9	0.0000	
10240	MRPS31	mitochondrial ribosomal protein S31	13q14.11	10098	16632	611992	NP_005821	NM_005830	ENSP00000315397	Q92665	TRUE	can	0	0	0	Metazoans	2	-1	chr13	41303511	41345272	|IMOGN38|MRP-S31|S31mt|	NP_005821	0	FALSE	1	17	1091	0.0810	6
10243	GPHN	gephyrin	14q23.3	4893	15465	603930	NP_001019389;NP_065857;XP_005267307;XP_005267310;XP_005267311;XP_006720066	NM_001024218;NM_020806;XM_005267250;XM_005267253;XM_005267254;XM_006720003	ENSP00000417901	Q9NQX3	TRUE	cgc	1	0	0	Last Universal Common Ancestor	0	Cellular metabolism	chr14	66975246	67647651	|GEPH|GPH|GPHRYN|MOCODC|	XP_005267307	0	FALSE	1	22	18075	0.0350	
10251	SPRY3	sprouty homolog 3 (Drosophila)	Xq28 and Yq12	3917	11271	300531	NP_005831;XP_005274699;XP_005274700;XP_005274857	NM_005840;XM_005274642;XM_005274643;XM_005274800	ENSP00000302978	O43610	TRUE	can	0	0	1	Metazoans	0	Signal transduction	chrX	155003534	155004397	|HSPRY3|spry-3|	NP_005831	1	FALSE	1	1	0	0.0000	
10270	AKAP8	A kinase (PRKA) anchor protein 8	19p13.1	5258	378	604692	NP_005849;XP_005259763	NM_005858;XM_005259706;XR_244062	ENSP00000269701	O43823	TRUE	can	0	0	0	Vertebrates	4	Cell cycle,DNA/RNA metabolism and transcription,Signal transduction	chr19	15465729	15487826	|AKAP 95|AKAP-8|AKAP-95|AKAP95|	NP_005849	0	FALSE	1	32	3946	0.1940	
